id	pr_gene_symbol	MDAMB231-ctl_vehicle-16149	MDAMB231-ctl_vehicle-16150	MDAMB231-ctl_vehicle-16151	MDAMB231-trt_cp-16152	MDAMB231-trt_cp-16153	MDAMB231-trt_cp-16154	MDAMB231-trt_cp-16155	MDAMB231-trt_cp-16156	
208108_s_at	AVPR2	M	F	F	M	F	F	F	M	
208111_at	AVPR2	F	F	F	M	F	F	F	M	
202685_s_at	AXL	P	P	P	P	P	F	P	P	
202686_s_at	AXL	P	P	P	P	P	P	P	P	
209309_at	AZGP1	M	P	M	F	M	F	M	P	
217014_s_at	AZGP1	M	P	P	M	M	F	M	P	
217013_at	AZGP1P1	F	F	F	F	F	F	F	M	
214742_at	AZI1	P	M	P	P	M	F	P	P	
218043_s_at	AZI2	M	F	M	P	F	F	M	P	
201772_at	AZIN1	P	M	P	P	P	F	P	P	
212461_at	AZIN1	P	M	P	P	P	F	P	P	
214575_s_at	AZU1	M	F	P	M	M	F	F	P	
201891_s_at	B2M	P	P	P	P	P	P	P	P	
216231_s_at	B2M	P	P	P	P	P	P	P	P	
211379_x_at	B3GALNT1	P	F	M	P	F	F	M	P	
211812_s_at	B3GALNT1	M	F	P	P	F	F	F	P	
220829_s_at	B3GALT1	F	F	F	F	F	F	F	F	
210121_at	B3GALT2	F	F	F	F	F	F	F	M	
217452_s_at	B3GALT2	F	F	F	F	F	F	F	F	
210205_at	B3GALT4	P	M	P	P	F	F	P	P	
206947_at	B3GALT5	F	F	F	F	F	F	F	M	
219521_at	B3GAT1	F	F	M	M	F	F	F	M	
203452_at	B3GAT3	P	P	P	P	P	F	P	P	
35179_at	B3GAT3	P	P	P	P	M	F	P	P	
219326_s_at	B3GNT2	M	F	M	M	F	F	M	M	
204856_at	B3GNT3	M	F	M	M	F	F	M	P	
221240_s_at	B3GNT4	M	F	M	M	F	F	M	M	
213589_s_at	B3GNTL1	P	M	P	P	M	F	P	P	
215055_at	B3GNTL1	M	F	M	M	F	F	M	P	
206435_at	B4GALNT1	F	F	F	M	F	F	M	M	
201882_x_at	B4GALT1	P	F	P	P	F	F	M	P	
201883_s_at	B4GALT1	P	P	P	P	P	F	P	P	
211631_x_at	B4GALT1	M	M	P	P	F	F	M	P	
216627_s_at	B4GALT1	M	F	F	M	F	F	F	M	
209413_at	B4GALT2	P	M	P	P	M	F	P	P	
210243_s_at	B4GALT3	P	P	P	P	P	M	P	P	
210540_s_at	B4GALT4	M	M	P	P	F	F	P	P	
212876_at	B4GALT4	P	M	P	P	M	F	P	P	
221484_at	B4GALT5	P	P	P	P	P	P	P	P	
221485_at	B4GALT5	P	P	P	P	P	P	P	P	
206232_s_at	B4GALT6	M	F	M	P	F	F	M	M	
206233_at	B4GALT6	P	F	P	P	M	F	M	P	
222191_s_at	B4GALT7	P	P	P	P	P	F	P	P	
53076_at	B4GALT7	P	P	P	P	P	F	P	P	
205662_at	B9D1	P	M	P	P	M	F	P	P	
210534_s_at	B9D1	P	P	P	P	P	M	P	P	
210535_at	B9D1	M	F	M	M	F	F	M	M	
219766_at	B9D2	P	M	P	P	M	F	P	P	
218899_s_at	BAALC	F	F	F	F	F	F	F	M	
206913_at	BAAT	F	F	M	M	F	F	F	M	
221711_s_at	BABAM1	P	P	P	P	P	P	P	P	
217904_s_at	BACE1	P	M	P	P	F	F	P	P	
204194_at	BACH1	P	F	M	M	F	F	P	P	
210818_s_at	BACH1	M	F	M	M	F	F	M	M	
221234_s_at	BACH2	F	F	F	F	F	F	F	F	
1861_at	BAD	P	P	P	P	P	P	P	P	
202387_at	BAG1	P	P	P	P	P	M	P	P	
211475_s_at	BAG1	P	P	P	P	P	M	P	P	
209406_at	BAG2	P	P	P	P	P	P	P	P	
219624_at	BAG4	M	F	F	M	F	F	M	M	
202984_s_at	BAG5	P	P	P	P	P	F	P	P	
202985_s_at	BAG5	P	P	P	P	P	F	P	P	
201255_x_at	BAG6	P	P	P	P	P	M	P	P	
210208_x_at	BAG6	P	P	P	P	P	M	P	P	
213318_s_at	BAG6	P	P	P	P	P	M	P	P	
207712_at	BAGE	F	F	F	F	F	F	F	F	
219218_at	BAHCC1	F	F	M	M	F	F	M	M	
203051_at	BAHD1	F	F	M	M	F	F	F	M	
206083_at	BAI1	P	F	P	P	F	F	M	P	
204966_at	BAI2	F	F	M	M	F	F	F	M	
205638_at	BAI3	F	F	F	F	F	F	F	F	
211568_at	BAI3	F	F	F	F	F	F	F	F	
205293_x_at	BAIAP2	M	F	M	P	F	F	P	P	
205294_at	BAIAP2	F	F	F	M	F	F	F	M	
207832_at	BAIAP2	F	F	M	M	F	F	F	P	
209502_s_at	BAIAP2	M	M	P	P	M	F	P	P	
221178_at	BAIAP2L2	F	F	F	F	F	F	F	F	
204874_x_at	BAIAP3	M	F	M	M	F	F	M	M	
216356_x_at	BAIAP3	M	F	P	P	F	F	M	P	
203728_at	BAK1	P	P	P	P	P	F	P	P	
210125_s_at	BANF1	P	P	P	P	P	P	P	P	
219667_s_at	BANK1	M	M	P	P	F	F	F	M	
219966_x_at	BANP	P	M	P	M	F	F	M	P	
201419_at	BAP1	P	P	P	P	P	F	P	P	
205345_at	BARD1	M	M	M	P	M	F	P	P	
219845_at	BARX1	M	F	F	M	F	F	F	P	
210419_at	BARX2	M	F	P	P	F	F	M	P	
202391_at	BASP1	P	P	P	P	P	P	P	P	
205965_at	BATF	F	F	F	M	F	F	F	M	
220358_at	BATF3	P	M	P	P	P	F	P	P	
211833_s_at	BAX	P	P	P	P	P	M	P	P	
217985_s_at	BAZ1A	P	P	P	P	P	F	P	P	
217986_s_at	BAZ1A	P	P	P	P	P	M	P	P	
208445_s_at	BAZ1B	P	P	P	P	P	M	P	P	
211313_s_at	BAZ1B	M	F	M	P	F	F	M	P	
213336_at	BAZ1B	P	M	P	P	M	F	P	P	
201353_s_at	BAZ2A	P	M	P	P	M	F	P	P	
201354_s_at	BAZ2A	P	P	P	P	P	F	P	P	
201355_s_at	BAZ2A	P	F	P	P	F	F	P	P	
215437_x_at	BAZ2A	M	F	M	M	F	F	M	M	
203080_s_at	BAZ2B	P	M	P	M	F	F	M	P	
217392_at	BAZ2B	F	F	F	F	F	F	F	M	
211692_s_at	BBC3	M	F	M	M	F	F	M	P	
213220_at	BBIP1	P	M	P	P	M	F	P	P	
213224_s_at	BBIP1	F	F	M	M	F	F	M	P	
205363_at	BBOX1	F	F	F	F	F	F	F	P	
218471_s_at	BBS1	F	F	M	M	F	F	M	M	
219487_at	BBS10	M	F	M	M	F	F	M	P	
212744_at	BBS4	P	M	P	P	F	F	M	P	
212745_s_at	BBS4	M	M	P	P	F	F	M	P	
219688_at	BBS7	M	F	M	M	F	F	M	P	
209958_s_at	BBS9	M	F	M	M	F	F	M	P	
216239_at	BBS9	F	F	F	F	F	F	F	F	
37547_at	BBS9	M	F	F	M	F	F	F	M	
37549_g_at	BBS9	M	F	M	M	F	F	M	P	
213015_at	BBX	P	M	P	P	P	F	P	P	
213016_at	BBX	F	F	F	F	F	F	M	M	
203009_at	BCAM	M	F	P	M	F	F	M	P	
40093_at	BCAM	P	P	P	P	P	M	P	P	
219107_at	BCAN	M	F	M	M	F	F	M	M	
221623_at	BCAN	F	F	F	M	F	F	F	M	
91920_at	BCAN	M	F	P	P	F	F	M	P	
205084_at	BCAP29	P	P	P	P	P	F	P	P	
217657_at	BCAP29	M	F	M	M	F	F	M	P	
200837_at	BCAP31	P	P	P	P	P	P	P	P	
204032_at	BCAR3	P	P	P	P	P	M	P	P	
204378_at	BCAS1	F	F	F	F	F	F	F	M	
203053_at	BCAS2	P	M	P	P	M	F	P	P	
220488_s_at	BCAS3	F	F	M	M	F	F	F	P	
220588_at	BCAS4	P	P	P	P	M	F	P	P	
214390_s_at	BCAT1	P	M	M	P	P	F	P	P	
214452_at	BCAT1	P	M	P	P	P	F	P	P	
203576_at	BCAT2	P	P	P	P	P	P	P	P	
215654_at	BCAT2	M	F	P	P	F	F	M	P	
218264_at	BCCIP	P	P	P	P	P	F	P	P	
205433_at	BCHE	P	M	M	P	M	F	P	P	
202331_at	BCKDHA	P	M	P	P	F	F	P	P	
210653_s_at	BCKDHB	P	P	P	P	M	F	P	P	
213321_at	BCKDHB	P	P	P	P	M	F	M	P	
202030_at	BCKDK	P	P	P	P	P	P	P	P	
205263_at	BCL10	P	P	P	P	P	F	P	P	
210347_s_at	BCL11A	F	F	F	F	F	F	F	F	
219497_s_at	BCL11A	F	F	F	F	F	F	F	F	
219498_s_at	BCL11A	F	F	F	F	F	F	F	F	
219528_s_at	BCL11B	F	F	F	F	F	F	F	F	
203684_s_at	BCL2	F	F	F	M	F	F	F	M	
207004_at	BCL2	M	F	M	P	F	F	M	P	
207005_s_at	BCL2	M	F	M	P	F	F	M	P	
205681_at	BCL2A1	F	F	F	F	F	F	F	F	
206665_s_at	BCL2L1	P	P	P	P	P	M	P	P	
212312_at	BCL2L1	P	P	P	P	P	P	P	P	
215037_s_at	BCL2L1	P	P	P	P	M	F	P	P	
221320_at	BCL2L10	F	F	F	M	F	F	F	M	
208536_s_at	BCL2L11	M	F	M	M	F	F	M	M	
222343_at	BCL2L11	M	F	M	M	F	F	M	P	
217955_at	BCL2L13	P	M	P	P	M	F	P	P	
221241_s_at	BCL2L14	F	F	F	M	F	F	F	M	
209311_at	BCL2L2	P	P	P	P	P	M	P	P	
204907_s_at	BCL3	M	F	M	M	F	F	M	P	
204908_s_at	BCL3	P	M	P	P	M	F	P	P	
203140_at	BCL6	P	P	P	P	P	M	P	P	
215990_s_at	BCL6	P	M	M	P	M	F	P	P	
203795_s_at	BCL7A	P	P	P	P	P	F	P	P	
203796_s_at	BCL7A	P	M	P	P	F	F	M	P	
219072_at	BCL7C	P	P	P	P	P	F	P	P	
204129_at	BCL9	P	M	P	P	M	F	P	P	
201083_s_at	BCLAF1	P	P	P	P	P	F	P	P	
201084_s_at	BCLAF1	P	P	P	P	P	F	P	P	
201101_s_at	BCLAF1	P	M	P	P	M	F	M	M	
214499_s_at	BCLAF1	P	P	P	P	P	F	P	P	
220087_at	BCMO1	F	F	F	F	F	F	F	F	
219433_at	BCOR	M	M	P	P	F	F	P	P	
219444_at	BCORL1	P	M	P	P	M	F	P	P	
202315_s_at	BCR	P	P	P	P	M	F	P	P	
217223_s_at	BCR	M	F	P	P	F	F	P	P	
207618_s_at	BCS1L	P	P	P	P	P	M	P	P	
218285_s_at	BDH2	P	P	P	P	M	F	P	P	
207510_at	BDKRB1	F	F	F	M	F	F	F	M	
205870_at	BDKRB2	M	F	M	M	F	F	M	P	
206382_s_at	BDNF	P	P	P	P	P	F	P	P	
214068_at	BEAN1	F	F	F	M	F	F	F	M	
208946_s_at	BECN1	P	P	P	P	P	M	P	P	
220795_s_at	BEGAIN	F	F	F	M	F	F	F	M	
219670_at	BEND5	F	F	F	M	F	F	M	M	
207671_s_at	BEST1	M	F	M	P	F	F	M	P	
207432_at	BEST2	F	F	M	M	F	F	F	M	
202710_at	BET1	P	P	P	P	M	F	P	P	
220470_at	BET1L	P	F	M	M	F	F	M	P	
218332_at	BEX1	M	F	F	P	M	F	F	F	
215440_s_at	BEX4	M	F	F	F	F	F	F	P	
218056_at	BFAR	P	P	P	P	P	M	P	P	
206746_at	BFSP1	M	F	M	M	F	F	F	M	
207399_at	BFSP2	F	F	F	F	F	F	F	M	
201261_x_at	BGN	M	F	P	P	F	F	M	P	
201262_s_at	BGN	M	F	M	P	F	F	F	P	
213905_x_at	BGN	M	F	P	P	F	F	M	P	
213709_at	BHLHB9	P	F	M	P	F	F	M	P	
201169_s_at	BHLHE40	M	F	F	M	F	F	P	P	
221530_s_at	BHLHE41	M	M	M	F	F	F	M	F	
206119_at	BHMT	F	F	F	M	F	F	F	M	
219902_at	BHMT2	F	F	F	F	F	F	F	M	
213429_at	BICC1	P	M	P	P	F	F	P	P	
220580_at	BICC1	F	F	F	M	F	F	F	M	
204741_at	BICD1	M	F	M	P	F	F	M	P	
214806_at	BICD1	F	F	F	M	F	F	F	F	
209203_s_at	BICD2	M	M	P	P	F	F	M	P	
212702_s_at	BICD2	P	M	P	P	M	F	M	P	
213154_s_at	BICD2	P	P	P	P	M	F	P	P	
204493_at	BID	M	M	P	M	F	F	M	P	
205780_at	BIK	F	F	M	F	F	F	F	M	
202931_x_at	BIN1	P	P	P	P	P	M	P	P	
210201_x_at	BIN1	P	P	P	P	P	M	P	P	
210202_s_at	BIN1	P	M	P	P	P	F	P	P	
214439_x_at	BIN1	P	P	P	P	P	M	P	P	
214643_x_at	BIN1	P	M	P	P	M	F	P	P	
219191_s_at	BIN2	F	F	F	M	F	F	F	P	
222199_s_at	BIN3	P	P	P	P	P	F	P	P	
210538_s_at	BIRC3	F	F	M	F	F	F	M	F	
202094_at	BIRC5	P	P	P	P	P	M	P	P	
210334_x_at	BIRC5	P	P	P	P	P	P	P	P	
220451_s_at	BIRC7	M	F	P	P	F	F	M	P	
206255_at	BLK	M	F	M	M	F	F	F	P	
210934_at	BLK	F	F	F	P	F	F	F	M	
205733_at	BLM	F	F	M	M	F	F	M	F	
207655_s_at	BLNK	F	F	F	F	F	F	F	F	
202592_at	BLOC1S1	P	P	P	P	P	F	P	P	
203771_s_at	BLVRA	P	P	P	P	P	M	P	P	
203772_at	BLVRA	M	F	M	M	F	F	M	M	
203773_x_at	BLVRA	P	P	P	P	P	M	P	P	
202201_at	BLVRB	P	P	P	P	P	P	P	P	
203840_at	BLZF1	M	M	P	P	M	F	P	P	
210462_at	BLZF1	F	F	F	F	F	F	F	M	
32088_at	BLZF1	M	F	M	M	F	F	M	P	
202265_at	BMI1	P	P	P	P	P	M	P	P	
202701_at	BMP1	P	P	P	P	M	F	P	P	
205574_x_at	BMP1	P	M	P	P	M	F	P	P	
206725_x_at	BMP1	P	F	P	P	F	F	P	P	
207595_s_at	BMP1	P	P	P	P	M	F	P	P	
208292_at	BMP10	F	F	F	M	F	F	F	M	
221332_at	BMP15	F	F	F	F	F	F	F	F	
205289_at	BMP2	M	F	M	M	F	F	F	M	
205290_s_at	BMP2	P	M	P	P	F	F	M	M	
214716_at	BMP2K	M	F	M	M	F	F	F	M	
219546_at	BMP2K	F	F	F	M	F	F	F	M	
37170_at	BMP2K	M	F	M	M	F	F	F	M	
59644_at	BMP2K	F	F	F	F	F	F	F	F	
208244_at	BMP3	M	F	M	M	F	F	M	M	
205430_at	BMP5	F	F	F	F	F	F	F	F	
205431_s_at	BMP5	F	F	M	M	F	F	F	M	
206176_at	BMP6	F	F	M	M	F	F	F	P	
215042_at	BMP6	F	F	F	M	F	F	F	M	
209590_at	BMP7	F	F	M	M	F	F	F	M	
209591_s_at	BMP7	M	M	P	P	M	F	P	P	
211259_s_at	BMP7	M	F	P	P	F	F	M	P	
211260_at	BMP7	M	F	M	P	F	F	M	P	
207866_at	BMP8A	F	F	F	F	F	F	F	M	
220203_at	BMP8A	F	F	F	M	F	F	F	M	
220204_s_at	BMP8A	F	F	F	F	F	F	F	F	
207865_s_at	BMP8B	F	F	F	F	F	F	M	M	
221615_at	BMP8B	M	F	M	M	F	F	M	M	
204832_s_at	BMPR1A	P	P	P	P	M	F	P	P	
213578_at	BMPR1A	M	M	M	P	F	F	P	P	
210523_at	BMPR1B	M	M	M	P	F	F	M	P	
209920_at	BMPR2	P	M	P	P	F	F	P	P	
210214_s_at	BMPR2	P	M	P	P	F	F	M	P	
203082_at	BMS1	P	P	P	P	P	P	P	P	
206464_at	BMX	P	M	M	P	F	F	P	P	
206581_at	BNC1	F	F	F	F	F	F	F	M	
220272_at	BNC2	M	F	F	M	F	F	F	M	
204930_s_at	BNIP1	P	M	P	P	M	F	P	P	
207829_s_at	BNIP1	P	P	P	P	P	F	P	P	
37226_at	BNIP1	P	M	P	P	M	F	P	P	
209308_s_at	BNIP2	P	P	P	P	P	F	P	P	
201848_s_at	BNIP3	P	P	P	P	P	P	P	P	
221479_s_at	BNIP3L	P	P	P	P	P	F	P	P	
221454_at	BOK	F	F	M	M	F	F	F	M	
219345_at	BOLA1	F	F	M	M	F	F	F	P	
212563_at	BOP1	P	P	P	P	P	F	P	P	
216397_s_at	BOP1	P	M	P	P	M	F	P	P	
219544_at	BORA	P	M	P	P	M	F	P	P	
220772_at	BPESC1	F	F	F	F	F	F	F	F	
203502_at	BPGM	M	P	P	P	M	F	P	P	
205557_at	BPI	P	M	P	P	M	F	M	P	
220542_s_at	BPIFA1	F	F	F	F	F	F	F	F	
219391_at	BPNT1	F	F	F	F	F	F	F	M	
207186_s_at	BPTF	P	M	P	P	M	F	P	P	
209271_at	BPTF	P	M	P	P	M	F	P	P	
208331_at	BPY2	F	F	F	F	F	F	F	M	
206044_s_at	BRAF	F	F	F	F	F	F	F	M	
209922_at	BRAP	M	M	M	P	F	F	P	P	
209923_s_at	BRAP	P	M	P	P	F	F	P	P	
213473_at	BRAP	M	F	M	P	F	F	M	M	
41512_at	BRAP	M	M	M	P	F	F	M	M	
211851_x_at	BRCA1	M	M	M	P	F	F	P	P	
208368_s_at	BRCA2	F	F	M	M	F	F	M	M	
214727_at	BRCA2	F	F	F	M	F	F	F	M	
216521_s_at	BRCC3	P	P	P	P	M	F	P	P	
221196_x_at	BRCC3	P	P	P	P	P	M	P	P	
204520_x_at	BRD1	P	M	P	P	F	F	P	P	
215460_x_at	BRD1	M	M	P	P	F	F	P	P	
208685_x_at	BRD2	P	P	P	P	M	F	P	P	
208686_s_at	BRD2	P	P	P	P	P	F	P	P	
214911_s_at	BRD2	P	P	P	P	M	F	P	P	
203825_at	BRD3	P	P	P	P	M	F	P	P	
212547_at	BRD3	P	M	P	P	P	F	P	P	
202102_s_at	BRD4	P	P	P	P	P	F	P	P	
202103_at	BRD4	P	M	P	P	M	F	P	P	
221776_s_at	BRD7	P	P	P	P	P	F	P	P	
221093_at	BRD7P3	F	F	F	M	F	F	F	M	
202227_s_at	BRD8	P	P	P	P	P	M	P	P	
210352_at	BRD8	F	F	F	F	F	F	F	F	
220155_s_at	BRD9	P	P	P	P	P	F	P	P	
206787_at	BRDT	F	F	F	F	F	F	F	F	
205550_s_at	BRE	P	M	P	P	M	F	P	P	
211566_x_at	BRE	P	M	P	P	M	F	P	P	
212645_x_at	BRE	P	P	P	P	M	F	P	P	
203754_s_at	BRF1	P	M	P	P	F	F	P	P	
215676_at	BRF1	M	F	M	M	F	F	M	M	
215677_s_at	BRF1	M	F	M	P	F	F	M	P	
218954_s_at	BRF2	M	F	M	P	F	F	M	P	
218955_at	BRF2	M	F	M	P	M	F	P	P	
221703_at	BRIP1	M	F	M	P	F	F	M	M	
219177_at	BRIX1	P	P	P	P	P	F	P	P	
215631_s_at	BRMS1	P	P	P	P	P	F	P	P	
218024_at	BRP44L	M	F	P	P	F	F	M	P	
204481_at	BRPF1	P	P	P	P	M	F	P	P	
207369_at	BRS3	F	F	F	M	F	F	F	M	
215010_s_at	BRSK2	F	F	F	F	F	F	F	M	
214820_at	BRWD1	F	F	F	F	F	F	F	M	
219280_at	BRWD1	F	F	M	M	F	F	F	M	
208906_at	BSCL2	P	P	P	P	P	P	P	P	
218004_at	BSDC1	P	M	P	P	M	F	P	P	
222200_s_at	BSDC1	P	P	P	P	P	F	P	P	
208677_s_at	BSG	P	P	P	P	P	P	P	P	
204586_at	BSN	M	F	M	M	F	F	F	M	
218792_s_at	BSPRY	F	F	F	F	F	F	F	F	
205715_at	BST1	P	F	M	P	M	F	M	P	
201641_at	BST2	P	P	P	P	P	M	P	P	
209430_at	BTAF1	M	M	P	P	M	F	M	P	
217945_at	BTBD1	P	P	P	P	P	F	P	P	
215349_at	BTBD18	F	F	F	F	F	F	F	M	
207722_s_at	BTBD2	P	M	P	P	P	F	P	P	
202946_s_at	BTBD3	P	P	P	P	P	M	P	P	
217141_at	BTBD7	F	F	F	F	F	F	F	M	
220297_at	BTBD7	M	F	P	P	F	F	M	P	
207326_at	BTC	F	F	F	F	F	F	F	M	
204167_at	BTD	P	M	P	P	M	F	P	P	
214117_s_at	BTD	P	M	P	P	F	F	P	P	
208517_x_at	BTF3	P	P	P	P	P	P	P	P	
211939_x_at	BTF3	P	P	P	P	P	P	P	P	
214800_x_at	BTF3	P	P	P	P	P	P	P	P	
217461_x_at	BTF3	M	F	P	P	F	F	M	P	
208529_at	BTF3P11	F	F	F	M	F	F	F	M	
200920_s_at	BTG1	P	P	P	P	P	F	P	P	
200921_s_at	BTG1	P	P	P	P	M	F	P	P	
201235_s_at	BTG2	F	F	F	F	F	F	F	M	
201236_s_at	BTG2	F	F	F	F	F	F	F	M	
205548_s_at	BTG3	P	P	P	P	P	M	P	P	
213134_x_at	BTG3	P	P	P	P	P	M	P	P	
215425_at	BTG3	F	F	F	M	F	F	F	M	
220766_at	BTG4	F	F	F	F	F	F	F	F	
207395_at	BTN1A1	F	F	F	F	F	F	F	M	
203944_x_at	BTN2A1	P	P	P	P	P	F	P	P	
211256_x_at	BTN2A1	P	P	P	P	P	F	P	P	
215493_x_at	BTN2A1	P	P	P	P	P	F	P	P	
205298_s_at	BTN2A2	P	M	P	P	F	F	P	P	
205299_s_at	BTN2A2	F	F	F	F	F	F	F	M	
208585_at	BTN2A3P	F	F	F	F	F	F	F	M	
207485_x_at	BTN3A1	M	F	M	P	F	F	M	P	
209770_at	BTN3A1	P	M	M	P	M	F	P	P	
209846_s_at	BTN3A2	M	P	P	P	F	F	M	P	
212613_at	BTN3A2	M	F	M	P	F	F	M	P	
204821_at	BTN3A3	P	M	M	P	F	F	M	P	
38241_at	BTN3A3	P	M	M	P	F	F	P	P	
221457_s_at	BTNL2	F	F	F	M	F	F	F	M	
217207_s_at	BTNL3	F	F	M	M	F	F	M	M	
220421_at	BTNL8	F	F	F	F	F	F	F	F	
204901_at	BTRC	M	F	M	P	F	F	P	P	
216091_s_at	BTRC	M	F	M	P	F	F	M	P	
222374_at	BTRC	F	F	F	M	F	F	F	M	
209642_at	BUB1	P	P	P	P	P	P	P	P	
215508_at	BUB1	F	F	F	F	F	F	F	F	
215509_s_at	BUB1	P	P	P	P	P	F	P	P	
216275_at	BUB1	M	F	M	P	F	F	M	P	
216277_at	BUB1	F	F	F	M	F	F	F	M	
201456_s_at	BUB3	P	P	P	P	P	F	P	P	
201457_x_at	BUB3	P	P	P	P	P	P	P	P	
201458_s_at	BUB3	P	P	P	P	P	P	P	P	
209974_s_at	BUB3	P	P	P	P	P	P	P	P	
205690_s_at	BUD31	P	P	P	P	P	P	P	P	
215815_at	BUD31	M	F	M	M	F	F	M	M	
203612_at	BYSL	P	P	P	P	P	P	P	P	
205839_s_at	BZRAP1	M	F	P	P	F	F	M	P	
200776_s_at	BZW1	P	P	P	P	P	P	P	P	
200777_s_at	BZW1	P	P	P	P	P	P	P	P	
209182_s_at	C10ORF10	M	F	F	M	F	F	M	P	
209183_s_at	C10ORF10	P	F	M	P	F	F	P	P	
203571_s_at	C10ORF116	M	M	M	F	F	F	P	P	
219844_at	C10ORF118	F	F	F	F	F	F	F	M	
216393_at	C10ORF12	F	F	F	M	F	F	F	M	
219601_s_at	C10ORF12	M	F	M	M	F	F	M	P	
208115_x_at	C10ORF137	M	F	M	P	F	F	M	P	
213410_at	C10ORF137	M	P	P	P	F	F	P	P	
215072_x_at	C10ORF137	F	F	F	M	F	F	F	M	
218590_at	C10ORF2	P	M	P	P	M	F	P	P	
202808_at	C10ORF26	P	F	M	P	F	F	M	P	
210455_at	C10ORF28	F	F	M	M	F	F	M	P	
218174_s_at	C10ORF57	M	M	M	M	F	F	M	P	
220749_at	C10ORF68	F	F	F	M	F	F	F	F	
218891_at	C10ORF76	P	F	P	P	M	F	P	P	
55662_at	C10ORF76	P	M	P	P	M	F	P	P	
219857_at	C10ORF81	F	F	F	F	F	F	F	F	
219240_s_at	C10ORF88	P	P	P	P	P	F	P	P	
220539_at	C10ORF92	F	F	F	F	F	F	F	M	
220152_at	C10ORF95	M	F	M	M	F	F	M	M	
218925_s_at	C11ORF1	F	F	F	F	F	F	F	F	
218213_s_at	C11ORF10	P	P	P	P	P	P	P	P	
220344_at	C11ORF16	M	F	M	M	F	F	F	M	
217969_at	C11ORF2	P	P	P	P	M	F	P	P	
219883_at	C11ORF20	M	F	M	M	F	F	M	M	
220560_at	C11ORF21	F	F	F	F	F	F	F	F	
218299_at	C11ORF24	P	P	P	P	P	F	P	P	
52164_at	C11ORF24	P	P	P	P	P	M	P	P	
219012_s_at	C11ORF30	M	F	M	M	F	F	F	M	
214772_at	C11ORF41	F	F	F	M	F	F	F	M	
221637_s_at	C11ORF48	P	P	P	P	P	M	P	P	
203257_s_at	C11ORF49	P	M	P	P	P	F	P	P	
204218_at	C11ORF51	P	P	P	P	P	F	P	P	
218314_s_at	C11ORF57	P	P	P	P	P	F	P	P	
200084_at	C11ORF58	P	P	P	P	P	P	P	P	
201784_s_at	C11ORF58	P	P	P	P	P	P	P	P	
221208_s_at	C11ORF61	P	M	M	P	M	F	P	P	
220141_at	C11ORF63	M	F	F	F	F	F	M	M	
220268_at	C11ORF67	F	F	F	F	F	F	F	M	
221599_at	C11ORF67	P	P	P	P	P	F	P	P	
221600_s_at	C11ORF67	M	M	P	P	M	F	M	P	
221534_at	C11ORF68	P	P	P	P	P	F	P	P	
218789_s_at	C11ORF71	F	F	F	M	F	F	F	M	
219979_s_at	C11ORF73	P	P	P	P	P	F	P	P	
219806_s_at	C11ORF75	M	F	M	F	F	F	M	P	
204922_at	C11ORF80	M	M	M	P	F	F	M	P	
204073_s_at	C11ORF9	M	M	M	M	F	F	M	P	
217462_at	C11ORF9	F	F	M	M	F	F	F	M	
217463_s_at	C11ORF9	M	F	M	M	F	F	F	M	
218641_at	C11ORF95	P	P	P	P	F	F	P	P	
218220_at	C12ORF10	P	P	P	P	P	F	P	P	
221652_s_at	C12ORF11	P	P	P	P	P	M	P	P	
204521_at	C12ORF24	P	P	P	P	P	F	P	P	
213701_at	C12ORF29	P	M	P	P	P	F	P	P	
218614_at	C12ORF35	M	F	F	M	F	F	F	M	
221067_s_at	C12ORF39	M	F	M	P	F	F	M	M	
218374_s_at	C12ORF4	P	M	P	P	M	F	P	P	
221821_s_at	C12ORF41	P	M	P	P	M	F	P	P	
219022_at	C12ORF43	P	P	P	P	P	F	P	P	
218214_at	C12ORF44	P	M	M	P	M	F	M	P	
212868_x_at	C12ORF47	M	F	M	P	F	F	M	P	
219817_at	C12ORF47	P	F	M	P	F	F	P	P	
64432_at	C12ORF47	P	M	P	P	F	F	P	P	
220060_s_at	C12ORF48	M	F	M	P	F	F	M	M	
218867_s_at	C12ORF49	P	M	P	P	M	F	P	P	
219099_at	C12ORF5	P	P	P	P	P	F	P	P	
211034_s_at	C12ORF51	M	F	M	M	F	F	M	M	
221777_at	C12ORF52	P	P	P	P	P	F	P	P	
44065_at	C12ORF52	P	P	P	P	P	F	P	P	
218723_s_at	C13ORF15	P	F	P	P	F	F	P	P	
213346_at	C13ORF27	M	M	P	P	F	F	P	P	
217079_at	C13ORF41	F	F	F	M	F	F	F	M	
217082_at	C13ORF41	F	F	M	M	F	F	F	M	
220930_s_at	C13ORF44	F	F	F	F	F	F	F	F	
220931_at	C13ORF44	F	F	F	F	F	F	F	F	
202562_s_at	C14ORF1	P	M	P	P	P	F	P	P	
202563_at	C14ORF1	F	F	F	F	F	F	F	M	
217188_s_at	C14ORF1	P	M	P	P	M	F	P	P	
219757_s_at	C14ORF101	P	F	M	P	F	F	M	M	
221231_s_at	C14ORF102	F	F	M	M	F	F	F	M	
220084_at	C14ORF105	F	F	F	F	F	F	F	M	
213246_at	C14ORF109	P	P	P	P	P	M	P	P	
219720_s_at	C14ORF118	M	F	M	M	F	F	M	P	
218820_at	C14ORF132	P	F	P	P	M	F	P	P	
218431_at	C14ORF133	M	M	P	P	F	F	M	P	
