id	pr_gene_symbol	MDAMB231-ctl_vehicle-16149	MDAMB231-ctl_vehicle-16150	MDAMB231-ctl_vehicle-16151	MDAMB231-trt_cp-16152	MDAMB231-trt_cp-16153	MDAMB231-trt_cp-16154	MDAMB231-trt_cp-16155	MDAMB231-trt_cp-16156	
206769_at	TMSB4Y	P	M	P	P	F	F	P	P	
218419_s_at	TMUB2	P	P	P	P	P	F	P	P	
208097_s_at	TMX1	P	P	P	P	P	P	P	P	
209476_at	TMX1	P	P	P	P	P	P	P	P	
201175_at	TMX2	P	P	P	P	P	P	P	P	
201580_s_at	TMX4	P	P	P	P	P	F	P	P	
201581_at	TMX4	P	P	P	P	P	F	P	P	
216027_at	TMX4	F	F	F	F	F	F	F	M	
201645_at	TNC	F	M	P	P	M	F	P	F	
216005_at	TNC	F	F	F	F	F	F	F	F	
207113_s_at	TNF	F	F	F	F	F	F	F	F	
201207_at	TNFAIP1	P	P	P	P	P	F	P	P	
201208_s_at	TNFAIP1	M	F	P	P	F	F	M	P	
202509_s_at	TNFAIP2	M	F	M	M	F	F	F	M	
202510_s_at	TNFAIP2	P	P	P	P	P	F	P	P	
202643_s_at	TNFAIP3	F	F	F	F	F	F	F	F	
202644_s_at	TNFAIP3	F	F	F	F	F	F	F	F	
206025_s_at	TNFAIP6	F	F	F	F	F	F	F	F	
206026_s_at	TNFAIP6	F	F	F	F	F	F	F	F	
208296_x_at	TNFAIP8	F	F	F	M	F	F	F	F	
210260_s_at	TNFAIP8	F	F	F	P	F	F	M	F	
209294_x_at	TNFRSF10B	P	P	P	P	P	F	P	P	
209295_at	TNFRSF10B	P	P	P	P	P	P	P	P	
210405_x_at	TNFRSF10B	P	P	P	P	P	F	P	P	
206222_at	TNFRSF10C	F	F	F	M	F	F	F	F	
211163_s_at	TNFRSF10C	M	F	M	M	F	F	M	M	
210654_at	TNFRSF10D	M	F	M	M	F	F	M	P	
207037_at	TNFRSF11A	P	M	P	P	F	F	P	P	
204932_at	TNFRSF11B	F	F	F	F	F	F	F	F	
204933_s_at	TNFRSF11B	F	F	M	F	F	F	F	F	
218368_s_at	TNFRSF12A	P	P	P	P	P	P	P	P	
207641_at	TNFRSF13B	F	F	F	M	F	F	F	M	
209354_at	TNFRSF14	M	M	P	P	F	F	P	P	
206641_at	TNFRSF17	F	F	F	F	F	F	F	M	
207643_s_at	TNFRSF1A	P	P	P	P	P	P	P	P	
203508_at	TNFRSF1B	P	F	P	P	M	F	P	P	
214581_x_at	TNFRSF21	P	P	P	P	P	P	P	P	
210847_x_at	TNFRSF25	P	F	M	P	F	F	M	M	
211282_x_at	TNFRSF25	P	F	P	P	F	F	M	P	
211841_s_at	TNFRSF25	P	F	P	P	M	F	P	P	
216042_at	TNFRSF25	F	F	F	M	F	F	F	F	
219423_x_at	TNFRSF25	P	F	M	P	F	F	M	M	
208023_at	TNFRSF4	M	F	M	M	F	F	F	P	
214228_x_at	TNFRSF4	M	F	M	M	F	F	M	P	
206729_at	TNFRSF8	F	F	F	F	F	F	F	M	
207536_s_at	TNFRSF9	F	F	F	F	F	F	F	M	
211786_at	TNFRSF9	F	F	F	F	F	F	F	F	
202687_s_at	TNFSF10	M	M	P	P	F	F	P	P	
202688_at	TNFSF10	P	M	P	P	M	F	P	P	
214329_x_at	TNFSF10	M	M	M	P	F	F	P	M	
210643_at	TNFSF11	F	F	F	F	F	F	F	F	
211153_s_at	TNFSF11	F	F	F	F	F	F	F	F	
205611_at	TNFSF12	M	F	M	P	F	F	M	P	
210314_x_at	TNFSF13	M	M	M	P	F	F	P	P	
207907_at	TNFSF14	F	F	F	M	F	F	F	F	
221085_at	TNFSF15	P	F	P	P	F	F	M	P	
221371_at	TNFSF18	F	F	F	F	F	F	F	M	
207426_s_at	TNFSF4	F	F	F	F	F	F	F	F	
207216_at	TNFSF8	M	F	F	P	F	F	M	P	
206907_at	TNFSF9	P	M	P	P	M	F	M	P	
211828_s_at	TNIK	M	M	M	M	F	F	P	M	
213107_at	TNIK	P	P	P	P	M	F	P	P	
213109_at	TNIK	F	F	F	F	F	F	F	F	
218335_x_at	TNIP2	P	P	P	P	P	F	P	P	
48531_at	TNIP2	P	P	P	P	P	M	P	P	
220655_at	TNIP3	M	F	F	M	F	F	F	M	
205793_x_at	TNK1	M	M	P	P	F	F	P	P	
217149_x_at	TNK1	M	F	P	P	F	F	P	P	
203838_s_at	TNK2	F	F	M	M	F	F	F	M	
203839_s_at	TNK2	M	F	P	P	F	F	P	M	
216439_at	TNK2	M	F	M	M	F	F	M	P	
202561_at	TNKS	P	M	P	P	M	F	M	P	
216695_s_at	TNKS	M	F	F	M	F	F	F	M	
217121_at	TNKS	F	F	F	F	F	F	F	F	
218228_s_at	TNKS2	P	P	P	P	M	F	P	P	
220065_at	TNMD	F	F	F	F	F	F	F	F	
215271_at	TNN	F	F	F	F	F	F	F	F	
209904_at	TNNC1	M	F	M	M	F	F	F	P	
205388_at	TNNC2	M	F	M	M	F	F	F	P	
205177_at	TNNI1	M	F	P	P	F	F	M	P	
206393_at	TNNI2	P	F	P	P	F	F	M	P	
205742_at	TNNI3	F	F	F	F	F	F	F	M	
220415_at	TNNI3K	F	F	F	F	F	F	F	F	
213201_s_at	TNNT1	P	P	P	P	M	P	P	P	
215389_s_at	TNNT2	F	F	P	M	F	F	M	P	
205693_at	TNNT3	P	F	P	P	F	F	M	P	
206568_at	TNP1	F	F	F	F	F	F	F	F	
207736_s_at	TNP2	F	F	F	M	F	F	F	M	
217460_at	TNP2	F	F	F	F	F	F	F	F	
207657_x_at	TNPO1	P	P	P	P	P	P	P	P	
209225_x_at	TNPO1	P	P	P	P	P	P	P	P	
209226_s_at	TNPO1	P	P	P	P	P	P	P	P	
212635_at	TNPO1	P	P	P	P	P	P	P	P	
221829_s_at	TNPO1	P	P	P	P	P	P	P	P	
210585_s_at	TNPO2	M	F	M	P	F	F	M	P	
215844_at	TNPO2	M	F	M	P	F	F	M	P	
221506_s_at	TNPO2	P	P	P	P	P	M	P	P	
221507_at	TNPO2	P	P	P	P	P	M	P	P	
212317_at	TNPO3	P	P	P	P	P	M	P	P	
212318_at	TNPO3	P	P	P	P	P	M	P	P	
214550_s_at	TNPO3	P	P	P	P	P	F	P	P	
206990_at	TNR	F	F	F	M	F	F	F	M	
213254_at	TNRC6B	M	F	M	P	F	F	M	M	
218863_s_at	TNS1	F	F	F	F	F	F	F	F	
218864_at	TNS1	F	F	F	F	F	F	F	F	
221246_x_at	TNS1	F	F	F	P	F	F	M	M	
221747_at	TNS1	F	F	F	M	F	F	F	M	
221748_s_at	TNS1	F	F	F	M	F	F	M	F	
217853_at	TNS3	P	M	P	P	P	F	P	P	
222265_at	TNS4	M	F	P	P	F	F	M	P	
208609_s_at	TNXB	M	F	M	F	F	F	F	M	
216654_at	TNXB	M	F	M	P	F	F	M	P	
217413_s_at	TNXB	M	F	M	M	F	F	F	M	
202704_at	TOB1	P	P	P	P	P	F	M	P	
221496_s_at	TOB2	P	F	M	P	F	F	M	P	
222243_s_at	TOB2	P	M	P	P	M	F	P	P	
204080_at	TOE1	P	M	P	P	M	F	P	P	
217930_s_at	TOLLIP	P	P	P	P	M	F	P	P	
202807_s_at	TOM1	P	F	P	P	M	F	P	P	
204485_s_at	TOM1L1	M	F	P	P	F	F	M	P	
214840_at	TOM1L2	M	F	M	P	F	F	M	P	
200662_s_at	TOMM20	P	P	P	P	P	P	P	P	
212773_s_at	TOMM20	P	M	P	P	M	F	P	P	
217960_s_at	TOMM22	P	P	P	P	P	M	P	P	
202264_s_at	TOMM40	P	P	P	P	P	P	P	P	
201512_s_at	TOMM70A	P	P	P	P	P	M	P	P	
207137_at	TONSL	M	F	M	M	F	F	M	P	
208900_s_at	TOP1	P	P	P	P	P	F	P	P	
208901_s_at	TOP1	P	P	P	P	P	M	P	P	
201291_s_at	TOP2A	P	P	P	P	P	P	P	P	
211987_at	TOP2B	P	P	P	P	P	F	P	P	
204946_s_at	TOP3A	P	M	P	P	F	F	P	P	
214299_at	TOP3A	P	M	P	P	F	F	P	P	
214300_s_at	TOP3A	M	F	M	P	F	F	M	P	
213660_s_at	TOP3B	P	M	P	P	M	F	P	P	
215781_s_at	TOP3B	M	F	M	P	F	F	M	P	
204071_s_at	TOPORS	P	P	P	P	P	F	P	P	
202348_s_at	TOR1A	P	P	P	P	P	M	P	P	
212408_at	TOR1AIP1	P	P	P	P	P	F	P	P	
212409_s_at	TOR1AIP1	P	P	P	P	P	F	P	P	
216100_s_at	TOR1AIP1	P	M	P	P	M	F	P	P	
209593_s_at	TOR1B	P	P	P	P	P	F	P	P	
218459_at	TOR3A	P	P	P	P	P	F	P	P	
204529_s_at	TOX	M	M	P	P	M	F	P	P	
204530_s_at	TOX	F	F	F	M	F	F	F	M	
214774_x_at	TOX3	F	F	F	F	F	F	F	F	
215108_x_at	TOX3	F	F	F	F	F	F	F	F	
216623_x_at	TOX3	F	F	F	F	F	F	F	F	
201683_x_at	TOX4	P	M	P	P	F	F	P	P	
201684_s_at	TOX4	P	M	P	P	M	F	P	P	
201685_s_at	TOX4	P	M	P	P	F	F	P	P	
217448_s_at	TOX4	P	M	P	P	M	F	P	P	
211300_s_at	TP53	P	P	P	P	P	F	P	P	
220402_at	TP53AIP1	F	F	F	F	F	F	F	F	
220403_s_at	TP53AIP1	F	F	F	F	F	F	F	M	
203421_at	TP53I11	P	M	P	P	M	F	P	P	
214667_s_at	TP53I11	P	M	P	P	M	F	P	P	
216919_at	TP53I11	M	F	F	M	F	F	M	M	
210609_s_at	TP53I3	P	P	P	P	M	F	P	P	
209917_s_at	TP53TG1	M	M	P	P	F	F	P	P	
210241_s_at	TP53TG1	P	M	P	P	F	F	P	P	
210886_x_at	TP53TG1	M	F	M	P	F	F	P	P	
207482_at	TP53TG5	F	F	M	M	F	F	F	M	
207382_at	TP63	F	F	F	M	F	F	F	F	
209863_s_at	TP63	F	M	M	M	F	F	F	P	
211193_at	TP63	F	F	F	F	F	F	F	M	
211194_s_at	TP63	F	F	F	M	F	F	F	M	
211195_s_at	TP63	F	F	F	M	F	F	F	M	
211834_s_at	TP63	M	F	F	M	F	F	F	M	
220804_s_at	TP73	M	F	M	M	F	F	M	P	
213339_at	TP73-AS1	M	F	M	M	F	F	M	P	
213340_s_at	TP73-AS1	M	M	M	P	F	F	M	M	
203476_at	TPBG	P	P	P	P	P	F	P	P	
217914_at	TPCN1	P	M	P	P	M	F	P	P	
201688_s_at	TPD52	P	M	P	M	F	F	M	P	
201689_s_at	TPD52	P	P	P	P	F	F	P	P	
201690_s_at	TPD52	P	M	M	P	F	F	P	P	
201691_s_at	TPD52	M	M	P	M	F	F	M	P	
203786_s_at	TPD52L1	F	P	P	P	F	F	F	P	
210372_s_at	TPD52L1	F	P	M	M	F	F	F	P	
214601_at	TPH1	M	F	M	P	F	F	F	M	
200822_x_at	TPI1	P	P	P	P	P	P	P	P	
210050_at	TPI1	M	F	M	P	F	F	M	P	
213011_s_at	TPI1	P	P	P	P	P	P	P	P	
221218_s_at	TPK1	P	M	P	P	M	F	P	P	
206116_s_at	TPM1	P	P	P	P	P	M	P	P	
206117_at	TPM1	F	F	M	M	F	F	F	P	
210987_x_at	TPM1	P	P	P	P	P	F	P	P	
204083_s_at	TPM2	P	M	P	P	P	F	M	P	
212654_at	TPM2	P	F	P	P	F	F	M	P	
214365_at	TPM3	P	F	P	P	M	F	M	P	
209344_at	TPM4	P	P	P	P	P	P	P	P	
212481_s_at	TPM4	P	P	P	P	P	P	P	P	
203671_at	TPMT	P	M	P	P	M	F	P	P	
203672_x_at	TPMT	P	P	P	P	P	F	P	P	
210342_s_at	TPO	F	F	F	F	F	F	F	F	
200742_s_at	TPP1	P	P	P	P	P	F	P	P	
200743_s_at	TPP1	P	P	P	P	P	F	P	P	
214195_at	TPP1	M	F	M	M	F	F	F	M	
214196_s_at	TPP1	P	P	P	P	M	F	P	P	
203374_s_at	TPP2	P	P	P	P	M	F	P	P	
203375_s_at	TPP2	P	P	P	P	M	F	P	P	
206179_s_at	TPPP	F	F	M	M	F	F	F	M	
218876_at	TPPP3	P	F	P	P	F	F	P	P	
201730_s_at	TPR	P	P	P	P	P	M	P	P	
201731_s_at	TPR	P	P	P	P	P	F	P	P	
215220_s_at	TPR	P	P	P	P	P	F	P	P	
218855_at	TPRA1	P	P	P	P	P	F	P	P	
219030_at	TPRKB	P	P	P	P	P	M	P	P	
205683_x_at	TPSAB1	F	F	M	F	F	F	F	F	
207741_x_at	TPSAB1	F	F	F	F	F	F	F	F	
210084_x_at	TPSAB1	F	F	M	F	F	F	F	F	
216485_s_at	TPSAB1	M	F	M	M	F	F	M	M	
207134_x_at	TPSB2	F	F	M	F	F	F	F	F	
214568_at	TPSD1	M	F	M	M	F	F	M	M	
220339_s_at	TPSG1	F	F	M	M	F	F	M	M	
204140_at	TPST1	P	M	P	P	M	F	P	P	
204079_at	TPST2	P	P	P	P	M	F	P	P	
211943_x_at	TPT1	P	P	P	P	P	P	P	P	
212284_x_at	TPT1	P	P	P	P	P	P	P	P	
212869_x_at	TPT1	P	P	P	P	P	P	P	P	
214327_x_at	TPT1	P	P	P	P	P	P	P	P	
216520_s_at	TPT1	P	P	P	P	P	P	P	P	
220205_at	TPTE	F	F	F	F	F	F	F	F	
210052_s_at	TPX2	P	P	P	P	P	P	P	P	
204658_at	TRA2A	P	P	P	P	P	M	P	P	
213575_at	TRA2A	M	F	F	M	F	F	F	M	
213593_s_at	TRA2A	F	F	F	M	F	F	F	F	
200892_s_at	TRA2B	P	P	P	P	P	F	P	P	
200893_at	TRA2B	P	P	P	P	P	P	P	P	
210180_s_at	TRA2B	P	M	P	P	F	F	P	P	
221807_s_at	TRABD	P	M	P	P	M	F	P	P	
209670_at	TRAC	F	F	F	M	F	F	F	F	
209671_x_at	TRAC	F	F	F	M	F	F	F	M	
1729_at	TRADD	P	M	P	P	F	F	P	P	
205641_s_at	TRADD	P	M	P	P	M	F	P	P	
213443_at	TRADD	F	F	F	F	F	F	F	M	
205599_at	TRAF1	P	M	P	P	M	F	P	P	
204413_at	TRAF2	P	M	P	P	M	F	P	P	
208315_x_at	TRAF3	M	F	P	P	F	F	P	P	
221571_at	TRAF3	P	P	P	P	P	F	P	P	
214458_at	TRAF3IP1	M	F	M	M	F	F	M	P	
202987_at	TRAF3IP2	F	F	F	F	F	F	F	M	
215411_s_at	TRAF3IP2	P	P	P	P	P	F	P	P	
205804_s_at	TRAF3IP3	F	F	F	F	F	F	F	F	
213888_s_at	TRAF3IP3	F	F	F	F	F	F	F	F	
215275_at	TRAF3IP3	F	F	F	M	F	F	F	M	
202871_at	TRAF4	P	F	P	P	M	F	P	P	
211899_s_at	TRAF4	F	F	M	P	F	F	M	P	
204352_at	TRAF5	P	P	P	P	P	F	P	P	
205558_at	TRAF6	M	F	M	P	F	F	P	P	
202837_at	TRAFD1	P	M	P	P	M	F	P	P	
35254_at	TRAFD1	P	P	P	P	M	F	P	P	
205598_at	TRAIP	M	F	M	P	F	F	M	P	
201283_s_at	TRAK1	P	M	P	P	F	F	M	P	
202079_s_at	TRAK1	P	P	P	P	P	F	P	P	
202080_s_at	TRAK1	P	P	P	P	P	F	P	P	
214924_s_at	TRAK1	P	P	P	P	P	F	P	P	
202124_s_at	TRAK2	M	F	M	M	F	F	P	M	
201398_s_at	TRAM1	P	P	P	P	P	F	P	P	
201399_s_at	TRAM1	P	M	P	P	M	F	P	P	
210733_at	TRAM1	P	M	P	P	M	F	P	P	
202369_s_at	TRAM2	P	P	P	P	P	M	P	P	
213261_at	TRANK1	F	F	F	F	F	F	F	F	
208184_s_at	TRAPPC10	P	M	P	P	M	F	P	P	
209412_at	TRAPPC10	M	M	P	P	F	F	P	P	
215269_at	TRAPPC10	F	F	F	M	F	F	F	F	
219351_at	TRAPPC2	P	M	P	P	P	F	P	P	
218354_at	TRAPPC2L	P	F	P	P	F	F	P	P	
203511_s_at	TRAPPC3	P	P	P	P	P	M	P	P	
217958_at	TRAPPC4	P	P	P	P	P	M	P	P	
217959_s_at	TRAPPC4	P	P	P	P	P	M	P	P	
207305_s_at	TRAPPC8	P	M	P	P	M	F	P	P	
221672_s_at	TRAPPC9	M	F	M	M	F	F	M	P	
221836_s_at	TRAPPC9	M	F	M	M	F	F	M	P	
56829_at	TRAPPC9	P	M	P	P	M	F	P	P	
217147_s_at	TRAT1	F	F	F	F	F	F	F	F	
215797_at	TRAV8-3	F	F	F	M	F	F	F	M	
210915_x_at	TRBC1	F	F	F	F	F	F	F	F	
213193_x_at	TRBC1	F	F	F	M	F	F	F	F	
217326_x_at	TRBC2	M	F	M	M	F	F	F	M	
211608_at	TRBV10-2	M	F	M	M	F	F	M	M	
211902_x_at	TRD@	F	F	F	M	F	F	M	M	
213830_at	TRD@	M	F	M	P	F	F	M	P	
215540_at	TRD@	F	F	F	M	F	F	M	M	
215769_at	TRD@	F	F	F	F	F	F	F	M	
216133_at	TRD@	F	F	F	M	F	F	F	M	
216540_at	TRD@	F	F	F	M	F	F	F	M	
217056_at	TRD@	F	F	F	F	F	F	F	M	
217063_x_at	TRD@	F	F	F	F	F	F	F	M	
217065_at	TRD@	F	F	F	F	F	F	F	M	
217143_s_at	TRD@	M	F	M	P	F	F	M	P	
217397_at	TRD@	F	F	F	M	F	F	F	M	
217412_at	TRD@	F	F	F	F	F	F	F	M	
206308_at	TRDMT1	M	M	M	P	F	F	P	P	
222287_at	TRDN	F	F	F	F	F	F	F	M	
216191_s_at	TRDV3	P	F	P	P	F	F	M	P	
207378_at	TREH	F	F	F	M	F	F	F	M	
219434_at	TREM1	F	F	F	F	F	F	F	F	
219725_at	TREM2	P	M	P	P	M	F	P	P	
219748_at	TREML2	M	F	M	M	F	F	M	M	
205875_s_at	TREX1	P	M	P	P	M	F	P	P	
34689_at	TREX1	P	P	P	P	P	M	P	P	
211788_s_at	TREX2	M	F	M	M	F	F	F	M	
216298_at	TRGV5	F	F	F	F	F	F	F	M	
217381_s_at	TRGV5	F	F	F	M	F	F	F	M	
206622_at	TRH	M	F	P	P	F	F	M	M	
219937_at	TRHDE	M	F	F	F	F	F	F	M	
211438_at	TRHR	F	F	F	F	F	F	F	F	
218403_at	TRIAP1	P	P	P	P	P	P	P	P	
202478_at	TRIB2	P	M	P	P	P	M	P	P	
202479_s_at	TRIB2	P	F	P	P	M	F	P	P	
205150_s_at	TRIL	M	F	M	F	F	F	M	P	
205151_s_at	TRIL	M	F	M	F	F	F	M	P	
210578_at	TRIM10	F	F	F	F	F	F	F	M	
210579_s_at	TRIM10	F	F	M	M	F	F	M	M	
221627_at	TRIM10	F	F	F	F	F	F	F	F	
56748_at	TRIM10	F	F	F	F	F	F	F	M	
203147_s_at	TRIM14	P	P	P	P	M	F	P	P	
203148_s_at	TRIM14	P	P	P	P	P	F	P	P	
210846_x_at	TRIM14	M	F	M	P	F	F	M	P	
211044_at	TRIM14	F	F	F	F	F	F	F	F	
210177_at	TRIM15	M	F	M	M	F	F	M	P	
210885_s_at	TRIM15	M	F	M	M	F	F	M	P	
36742_at	TRIM15	M	F	M	M	F	F	M	M	
204341_at	TRIM16	P	P	P	P	P	P	P	P	
220279_at	TRIM17	F	F	F	F	F	F	F	F	
202341_s_at	TRIM2	P	P	P	P	P	M	P	P	
202342_s_at	TRIM2	P	M	P	P	M	F	P	P	
214248_s_at	TRIM2	M	F	M	M	F	F	M	P	
214249_at	TRIM2	M	F	M	M	F	F	M	M	
204804_at	TRIM21	P	P	P	P	M	F	P	P	
213293_s_at	TRIM22	F	F	F	M	F	F	F	F	
204732_s_at	TRIM23	P	M	P	P	F	F	M	P	
210994_x_at	TRIM23	M	F	M	M	F	F	M	P	
210995_s_at	TRIM23	F	F	M	M	F	F	F	M	
204391_x_at	TRIM24	P	M	P	P	F	F	P	P	
213301_x_at	TRIM24	P	M	P	P	M	F	P	P	
206911_at	TRIM25	P	F	P	P	F	F	M	P	
202702_at	TRIM26	P	M	P	P	M	F	P	P	
210541_s_at	TRIM27	P	P	P	P	P	F	P	P	
212116_at	TRIM27	P	P	P	P	P	F	P	P	
212118_at	TRIM27	P	P	P	P	P	F	P	P	
200990_at	TRIM28	P	P	P	P	P	P	P	P	
202504_at	TRIM29	F	P	P	P	M	F	P	P	
211001_at	TRIM29	M	F	F	M	F	F	F	M	
211002_s_at	TRIM29	F	F	M	M	F	F	F	P	
204910_s_at	TRIM3	M	F	M	M	F	F	F	P	
204911_s_at	TRIM3	M	F	P	P	F	F	M	P	
213884_s_at	TRIM3	P	M	P	P	F	F	P	P	
213885_at	TRIM3	P	M	P	P	F	F	P	P	
208170_s_at	TRIM31	F	F	M	M	F	F	M	M	
210159_s_at	TRIM31	M	F	M	M	F	F	M	M	
215444_s_at	TRIM31	M	F	M	P	F	F	P	M	
203846_at	TRIM32	P	P	P	P	P	F	P	P	
210266_s_at	TRIM33	P	P	P	P	M	F	P	P	
212435_at	TRIM33	M	F	M	P	F	F	M	P	
212436_at	TRIM33	M	M	M	P	F	F	M	P	
214815_at	TRIM33	F	F	F	M	F	F	F	M	
219736_at	TRIM36	P	P	P	P	M	F	P	P	
213009_s_at	TRIM37	P	P	P	P	P	F	P	P	
203567_s_at	TRIM38	M	M	P	M	F	F	P	P	
203568_s_at	TRIM38	M	M	M	M	F	F	P	P	
203610_s_at	TRIM38	M	M	M	M	F	F	M	P	
217759_at	TRIM44	P	P	P	P	P	M	P	P	
217760_at	TRIM44	P	P	P	P	P	F	P	P	
219923_at	TRIM45	P	M	P	P	F	F	M	P	
220909_at	TRIM46	F	F	M	M	F	F	F	M	
220534_at	TRIM48	F	F	F	F	F	F	F	F	
210705_s_at	TRIM5	P	M	P	P	M	F	P	P	
221897_at	TRIM52	M	M	M	M	F	F	M	P	
215047_at	TRIM58	F	F	F	F	F	F	F	F	
219272_at	TRIM62	M	F	P	P	F	F	M	P	
58308_at	TRIM62	M	F	P	P	F	F	P	P	
213748_at	TRIM66	M	F	F	M	F	F	M	M	
219405_at	TRIM68	P	P	P	P	P	F	P	P	
221012_s_at	TRIM8	P	P	P	P	M	F	P	P	
209859_at	TRIM9	P	M	P	P	M	F	P	P	
208178_x_at	TRIO	P	P	P	P	P	M	P	P	
209010_s_at	TRIO	P	M	P	P	M	F	P	P	
209011_at	TRIO	P	P	P	P	P	P	P	P	
209012_at	TRIO	P	P	P	P	P	P	P	P	
209013_x_at	TRIO	P	P	P	P	P	M	P	P	
216697_at	TRIO	M	F	F	M	F	F	F	M	
216700_at	TRIO	M	F	M	P	F	F	M	M	
202795_x_at	TRIOBP	P	P	P	P	P	M	P	P	
216210_x_at	TRIOBP	P	P	P	P	P	M	P	P	
202734_at	TRIP10	P	P	P	P	P	P	P	P	
209778_at	TRIP11	M	F	M	P	F	F	M	P	
210760_x_at	TRIP11	F	F	F	M	F	F	F	M	
201546_at	TRIP12	P	M	P	P	M	F	P	P	
204033_at	TRIP13	P	P	P	P	P	M	P	P	
203732_at	TRIP4	P	M	P	P	F	F	P	P	
209129_at	TRIP6	P	P	P	P	P	P	P	P	
214262_at	TRIP6	M	F	M	P	F	F	M	P	
218617_at	TRIT1	P	P	P	P	P	M	P	P	
203701_s_at	TRMT1	P	P	P	P	P	M	P	P	
210463_x_at	TRMT1	P	P	P	P	P	P	P	P	
216454_at	TRMT1	M	F	M	M	F	F	M	M	
218877_s_at	TRMT11	P	P	P	P	P	F	P	P	
217774_s_at	TRMT112	P	P	P	P	P	P	P	P	
219299_at	TRMT12	M	M	M	M	F	F	M	P	
220992_s_at	TRMT1L	M	F	M	M	F	F	F	P	
218475_at	TRMT2A	P	P	P	P	P	F	P	P	
205238_at	TRMT2B	P	M	P	P	F	F	P	P	
221952_x_at	TRMT5	P	P	P	P	P	P	P	P	
221907_at	TRMT61A	P	F	P	P	M	F	P	P	
52741_at	TRMT61A	P	F	P	P	M	F	P	P	
221229_s_at	TRMT61B	P	P	P	P	M	F	P	P	
213634_s_at	TRMU	P	M	P	P	M	F	P	P	
218977_s_at	TRNAU1AP	P	P	P	P	P	F	P	P	
205028_at	TRO	F	F	F	F	F	F	F	F	
210882_s_at	TRO	M	F	M	M	F	F	F	P	
211700_s_at	TRO	P	F	P	P	F	F	M	P	
211701_s_at	TRO	M	F	M	M	F	F	F	M	
204649_at	TROAP	P	P	P	P	P	F	P	P	
210438_x_at	TROVE2	P	P	P	P	P	F	P	P	
212839_s_at	TROVE2	M	F	M	P	F	F	M	P	
212852_s_at	TROVE2	P	P	P	P	P	F	P	P	
213027_at	TROVE2	P	P	P	P	P	F	P	P	
208349_at	TRPA1	F	F	F	M	F	F	F	M	
217590_s_at	TRPA1	P	M	P	P	F	F	P	P	
205802_at	TRPC1	P	F	M	P	F	F	M	P	
205803_s_at	TRPC1	P	M	M	P	F	F	M	P	
211602_s_at	TRPC1	M	F	F	M	F	F	F	M	
215288_at	TRPC2	F	F	F	M	F	F	F	M	
206425_s_at	TRPC3	F	F	F	F	F	F	F	F	
210814_at	TRPC3	F	F	F	F	F	F	F	F	
220817_at	TRPC4	F	F	F	F	F	F	F	M	
220818_s_at	TRPC4	M	F	M	M	F	F	F	M	
212059_s_at	TRPC4AP	P	P	P	P	P	M	P	P	
220552_at	TRPC5	F	F	F	F	F	F	F	F	
206528_at	TRPC6	F	F	F	F	F	F	F	M	
217287_s_at	TRPC6	M	F	F	M	F	F	F	M	
208589_at	TRPC7	F	F	F	F	F	F	F	F	
206479_at	TRPM1	F	F	F	F	F	F	F	F	
214410_at	TRPM1	F	F	F	F	F	F	F	F	
205708_s_at	TRPM2	P	M	P	P	F	F	P	P	
211422_at	TRPM3	F	F	F	M	F	F	F	F	
216452_at	TRPM3	M	F	F	M	F	F	F	M	
216489_at	TRPM3	F	F	F	M	F	F	F	M	
220463_at	TRPM3	M	F	F	M	F	F	F	M	
219360_s_at	TRPM4	M	F	M	M	F	F	F	M	
221102_s_at	TRPM6	F	F	F	F	F	F	F	F	
220226_at	TRPM8	M	F	M	M	F	F	M	P	
218502_s_at	TRPS1	F	F	F	F	F	F	F	F	
219632_s_at	TRPV1	M	F	M	P	F	F	P	P	
219282_s_at	TRPV2	M	F	M	P	F	F	M	M	
219516_at	TRPV4	M	F	M	M	F	F	F	M	
208267_at	TRPV5	F	F	F	M	F	F	M	M	
206827_s_at	TRPV6	P	M	P	P	P	F	P	P	
202642_s_at	TRRAP	P	P	P	P	P	F	P	P	
214908_s_at	TRRAP	P	P	P	P	P	F	P	P	
209390_at	TSC1	P	P	P	P	M	F	P	P	
215624_at	TSC2	F	F	F	M	F	F	F	M	
215735_s_at	TSC2	P	P	P	P	P	F	P	P	
215111_s_at	TSC22D1	P	P	P	P	P	F	P	P	
204094_s_at	TSC22D2	P	P	P	P	P	F	P	P	
210953_at	TSC22D2	F	F	F	F	F	F	F	M	
210954_s_at	TSC22D2	M	F	M	M	F	F	M	P	
215547_at	TSC22D2	F	F	F	M	F	F	F	M	
207001_x_at	TSC22D3	M	F	P	P	F	F	M	P	
208104_s_at	TSC22D4	P	M	P	P	P	F	P	P	
218132_s_at	TSEN34	P	P	P	P	P	M	P	P	
212656_at	TSFM	P	P	P	P	P	F	P	P	
214331_at	TSFM	F	F	F	F	F	F	F	F	
214332_s_at	TSFM	F	F	F	F	F	F	F	F	
201758_at	TSG101	P	P	P	P	P	F	P	P	
220623_s_at	TSGA10	F	F	F	F	F	F	F	M	
214529_at	TSHB	F	F	F	M	F	F	F	M	
210055_at	TSHR	F	F	F	F	F	F	F	F	
215442_s_at	TSHR	F	F	F	F	F	F	F	F	
215443_at	TSHR	F	F	F	F	F	F	F	F	
220213_at	TSHZ2	M	F	M	P	F	F	M	P	
220544_at	TSKS	F	F	F	F	F	F	F	M	
