id	pr_gene_symbol	MDAMB231-ctl_vehicle-16149	MDAMB231-ctl_vehicle-16150	MDAMB231-ctl_vehicle-16151	MDAMB231-trt_cp-16152	MDAMB231-trt_cp-16153	MDAMB231-trt_cp-16154	MDAMB231-trt_cp-16155	MDAMB231-trt_cp-16156
212458_at	SPRED2	9.3019	8.0589	8.4461	8.1751	8.0067	9.1628	9.1538	9.0583
204937_s_at	ZNF274	8.3922	9.1342	9.1598	8.9080	8.9895	8.7199	8.4954	8.2520
201560_at	CLIC4	12.8091	12.7736	12.9004	12.8091	12.9470	12.6456	13.0018	13.0776
202889_x_at	MAP7	5.4059	12.9004	12.6456	4.5185	2.7622	5.1327	3.8266	4.7250
219270_at	CHAC1	10.1557	8.7980	9.6272	9.1455	8.6308	8.4392	9.0795	10.6996
208624_s_at	EIF4G1	9.7682	9.9414	9.6714	9.8204	10.0104	10.0384	9.9757	9.2045
205504_at	BTK	4.0011	4.2705	3.6110	3.5566	4.3276	4.1591	3.4111	3.9070
200981_x_at	GNAS	13.5117	13.6017	13.7567	13.7567	13.6017	3.2102	13.6017	13.2723
201058_s_at	MYL9	10.2404	10.4210	10.0104	10.7264	10.4809	10.1205	10.5519	11.1500
218104_at	TEX10	8.4213	8.4556	8.2520	8.5084	8.4044	8.3049	8.6377	8.5658
200830_at	PSMD2	13.3460	13.0018	12.9470	12.8482	13.0776	12.9004	12.9004	12.5995
219711_at	ZNF586	6.0981	5.1621	5.4998	5.6957	5.2972	5.6461	5.3503	6.7473
200614_at	CLTC	12.0073	12.2707	12.2993	12.0922	12.3378	12.1240	12.2462	11.6877
205039_s_at	IKZF1	4.3460	3.7037	4.2168	4.0011	3.3106	3.8266	3.9603	4.5864
213419_at	APBB2	9.7264	7.8332	7.6169	7.7358	7.5976	7.3793	7.7506	8.7199
202282_at	HSD17B10	8.6661	9.5329	9.3129	9.5618	9.8348	10.1527	9.4242	9.6070
212047_s_at	RNF167	10.4326	9.3233	10.6074	9.8272	9.5769	9.5511	10.1490	10.7440
204729_s_at	STX1A	9.8482	10.4449	9.8025	10.3421	10.6074	10.3844	9.5690	9.5125
200966_x_at	ALDOA	11.0980	11.2443	10.9240	11.3620	11.3316	10.6074	10.7620	10.6074
206070_s_at	EPHA3	4.2168	4.4881	4.5569	4.8537	4.4881	4.2705	4.7752	5.7871
205026_at	STAT5B	5.2132	4.9618	5.2273	5.0440	4.9726	5.3049	5.5272	6.0507
211758_x_at	TXNDC9	7.3183	7.6602	7.6709	7.2348	8.0295	7.6357	4.6432	5.2362
203418_at	CCNA2	11.3733	11.4168	11.6238	11.3316	11.5896	11.5146	11.3316	9.8482
212399_s_at	VGLL4	8.7980	9.1052	9.1221	9.2576	9.0404	9.1236	9.0306	8.6890
205467_at	CASP10	6.6841	5.4592	6.2603	6.0128	5.5529	5.7426	11.9991	7.8018
202675_at	SDHB	11.7018	11.9328	11.8925	12.1416	12.1046	11.8298	11.9773	11.9991
214447_at	ETS1	8.2368	8.7621	8.4536	9.0145	8.4326	8.6573	9.6827	9.3763
221741_s_at	YTHDF1	9.5081	9.7158	8.9658	8.2909	9.1455	9.3676	8.3955	8.2447
205451_at	FOXO4	5.1621	5.9577	5.7327	6.1730	6.6631	5.8049	5.7943	5.8500
211747_s_at	LSM5	11.3458	11.4581	11.2015	11.4168	6.8147	10.8985	11.5590	11.9080
201870_at	TOMM34	9.9837	9.9322	9.9071	10.0642	10.2698	9.8125	9.8666	9.6176
202778_s_at	ZMYM2	7.3056	7.8285	7.1852	7.7555	7.3483	7.5648	7.7127	8.2770
218743_at	CHMP6	5.9577	5.9911	5.4133	6.0507	5.9400	5.8919	5.4059	6.2518
202220_at	KIAA0907	9.6513	9.9654	9.6809	9.6551	9.8749	9.6590	9.8932	9.5799
207181_s_at	CASP7	7.9394	7.8787	7.8018	7.8208	8.4770	8.8136	8.5622	8.0128
200697_at	HK1	9.3655	9.3655	9.3325	9.4242	9.5329	9.4707	9.1664	9.3150
202466_at	PAPD7	11.2015	10.1771	10.4180	10.4568	10.1864	9.9196	10.4524	11.0050
205452_at	PIGB	8.7256	8.8102	7.9641	9.8685	8.6971	8.3557	8.1966	8.4726
210416_s_at	CHEK2	6.5052	7.0276	6.3872	6.7473	6.9391	6.7258	7.0386	6.0629
202185_at	PLOD3	11.8146	11.6721	11.9432	11.6877	11.9080	11.6721	11.6877	11.7230
204617_s_at	ACD	8.5404	6.6774	8.2368	6.9530	8.6573	8.1516	6.9485	8.7086
202125_s_at	TRAK2	6.9687	7.7191	7.0577	7.8309	6.7884	7.0276	7.9356	6.9569
212894_at	SUPV3L1	11.3194	10.1373	10.6343	10.4326	9.8105	10.0546	10.3584	11.6309
202550_s_at	VAPB	7.5648	7.3183	6.9257	7.0526	7.6129	7.4610	7.5695	6.4639
212485_at	GPATCH8	7.2851	7.8606	7.6602	7.8632	7.7091	10.0220	7.6971	7.5729
200807_s_at	HSPD1	10.5891	10.9696	10.6011	11.0268	11.1096	10.6875	10.8240	10.7051
203755_at	BUB1B	10.5596	10.1878	10.0546	9.9196	10.1490	10.3073	10.0302	10.3672
207334_s_at	TGFBR2	8.6294	8.6823	8.1395	8.3516	8.9935	8.1933	8.2368	7.9238
203931_s_at	MRPL12	12.1962	12.2462	12.2231	12.5180	12.5995	12.5774	12.2861	12.2707
218902_at	NOTCH1	9.4196	8.7256	9.1781	8.7719	8.7542	8.8376	8.9775	9.5267
201695_s_at	PNP	10.9859	11.0576	10.6996	11.3194	11.2015	11.0792	11.0902	10.8938
201469_s_at	SHC1	8.8540	8.7768	8.3708	8.5568	8.8102	8.7835	8.4619	8.6308
221482_s_at	ARPP19	8.8045	9.3042	9.0228	8.9775	9.1798	9.2977	9.2457	8.7309
204039_at	CEBPA	2.7622	2.7622	2.7622	2.7622	4.0011	3.9070	2.7622	2.7622
201052_s_at	PSMF1	8.3158	7.6667	8.5464	7.7822	8.7347	7.5598	7.5940	8.3158
34408_at	RTN2	10.1712	8.7768	9.4099	9.3325	7.7191	9.1686	9.6660	10.9973
89476_r_at	NPEPL1	7.3183	7.2606	7.1413	6.9687	7.1756	7.2851	6.9344	7.4668
202413_s_at	USP1	8.6183	9.0583	9.2264	8.5793	9.0938	8.8074	9.1075	8.1933
201528_at	RPA1	11.6438	11.7358	12.0073	11.5963	11.8925	11.8536	11.7993	10.9080
221562_s_at	SIRT3	6.0629	5.9400	6.2752	5.8979	5.5529	6.2229	6.0935	6.1688
217906_at	KLHDC2	10.6562	10.8938	10.8041	10.9167	10.6212	11.0673	10.9662	10.9332
215884_s_at	UBQLN2	7.8761	8.2909	7.9952	7.9916	8.1590	7.5292	8.1751	8.1741
203301_s_at	DMTF1	7.3483	8.8567	8.9626	6.6923	7.5598	6.5757	7.2095	7.6275
201819_at	SCARB1	8.2622	7.8477	7.5358	7.8452	8.2400	7.9885	8.2047	8.5568
204809_at	CLPX	7.6400	8.3179	8.3557	8.3078	7.7605	8.5262	8.3284	8.5960
210986_s_at	TPM1	9.7422	9.8796	10.0160	9.9322	10.0220	9.7097	9.8105	9.4821
201078_at	TM9SF2	8.1815	8.5293	8.3315	8.5056	8.5837	7.7822	8.2803	8.3357
218794_s_at	TXNL4B	6.8712	6.7959	6.1028	7.4185	6.4683	6.6841	6.5619	7.3344
203952_at	ATF6	8.9742	8.9131	8.8136	8.8162	8.9158	8.9211	8.8729	8.6533
219127_at	PRR15L	4.6696	3.9603	4.7608	5.0141	5.1422	5.1780	4.7250	5.4521
202900_s_at	NUP88	11.1149	11.0458	11.3733	11.1308	11.1425	11.3119	11.0634	10.5809
204542_at	ST6GALNAC2	6.3215	6.3640	6.7258	6.1337	6.3640	6.1182	6.2691	6.5529
208847_s_at	ADH5	9.9244	10.2333	9.8105	10.0716	10.1040	10.0302	10.0452	10.0843
206109_at	FUT1	5.9954	4.8038	5.9954	5.1422	4.5338	5.4059	5.4798	6.2299
218193_s_at	GOLT1B	9.0739	9.0117	9.1052	9.0861	9.3207	9.0828	9.6034	9.1221
209586_s_at	PRUNE	4.1591	4.7463	4.6696	3.8266	3.9070	4.9060	4.6812	4.0011
204788_s_at	PPOX	9.0306	7.8998	8.2951	8.1415	7.8247	8.2879	8.1590	9.2264
201260_s_at	SYPL1	12.3378	12.3378	12.3378	12.3124	12.4884	12.3816	12.3644	12.3644
221732_at	CANT1	11.2239	11.2692	11.4324	11.3925	11.3119	11.2545	11.3119	11.3194
212557_at	ZNF451	9.4865	9.6734	9.6381	9.6714	9.6456	9.8384	9.7615	9.9322
217080_s_at	HOMER2	6.2360	6.2922	5.9744	6.2264	5.9817	9.4865	5.9954	6.6216
202100_at	RALB	10.0283	10.0384	9.9654	9.8025	10.1441	10.0843	9.7443	9.9196
205172_x_at	CLTB	12.0194	11.7510	11.6538	12.2231	11.9432	12.1558	11.7127	12.0194
203659_s_at	TRIM13	7.6935	6.9833	7.4668	7.6468	7.3344	7.6750	7.4519	7.9736
201178_at	FBXO7	8.0097	8.0638	8.3383	7.8309	8.1556	7.9885	8.0483	7.3978
205450_at	PHKA1	7.3483	6.4382	7.1534	6.4433	6.9628	7.0425	6.9257	6.6774
208905_at	CYCS	9.6809	10.0264	9.7215	9.5081	9.9524	9.1508	8.0337	9.5511
37152_at	PPARD	7.8606	7.8162	7.6935	7.7391	7.6068	7.9040	7.4742	7.4308
204143_s_at	ENOSF1	5.2132	5.6609	5.3352	4.9726	5.2450	5.2273	5.4592	4.2899
206571_s_at	MAP4K4	8.9935	9.0117	9.0767	8.8915	9.2234	8.9080	8.9642	8.3516
203117_s_at	PAN2	6.6418	6.4012	4.2168	4.3635	4.3992	3.4111	4.3992	4.1143
208992_s_at	STAT3	3.9070	4.5453	5.2635	5.4896	5.3768	4.9842	5.9400	4.3635
202726_at	LIG1	8.5595	9.6381	8.7651	8.9080	9.3096	9.6714	9.3260	7.0890
204517_at	PPIC	9.4099	8.6890	9.3871	9.4020	8.2447	9.0404	8.8045	9.8443
208708_x_at	EIF5	10.3672	10.2674	10.1878	10.2404	10.5927	9.6943	10.6418	10.5254
204000_at	GNB5	8.4392	8.3336	8.4994	8.2951	8.2557	8.6914	8.4518	8.3557
209576_at	GNAI1	4.2168	4.1981	4.7250	4.2530	4.9326	9.1171	10.5854	11.8536
201626_at	INSIG1	10.0047	9.8272	10.0716	10.0264	10.2269	10.2181	9.3974	10.9240
218457_s_at	DNMT3A	9.3471	9.0354	9.1342	8.4018	9.0676	7.2725	7.9146	9.8238
217758_s_at	TM9SF3	8.6014	7.7907	7.9356	9.2663	7.4234	9.0739	8.9935	9.0443
203119_at	CCDC86	11.0517	10.8390	11.0191	10.6693	10.6996	11.1729	10.9167	10.7440
202708_s_at	HIST2H2BE	7.3717	6.5052	6.4181	6.2560	5.6240	6.7473	6.5004	7.4785
203186_s_at	S100A4	13.9548	13.9548	13.6837	13.9548	14.0686	13.8287	13.9548	13.6837
204587_at	SLC25A14	6.2360	6.2603	5.4451	5.9744	6.1771	6.3404	5.6178	6.1222
200915_x_at	KTN1	11.8536	11.8651	12.0715	11.8925	12.1558	11.9773	11.8780	11.3620
336_at	TBXA2R	6.9550	6.4539	6.5529	11.2545	6.5960	6.9181	6.4221	7.2725
202117_at	ARHGAP1	10.1810	10.1490	10.4524	10.3454	10.0915	10.1771	10.2151	10.2806
219208_at	FBXO11	5.5684	5.2450	5.3049	5.6694	6.1182	5.4207	5.3207	5.4521
217168_s_at	HERPUD1	8.6718	8.5232	7.4421	8.1475	8.1933	7.9107	8.5232	9.4650
206723_s_at	LPAR2	7.7938	7.8162	8.1475	7.3913	7.4068	6.8331	7.8208	8.8119
201913_s_at	COASY	7.6468	8.1279	7.7605	7.8827	7.9641	7.5075	7.9146	7.1413
210115_at	RPL39L	4.8253	6.9569	5.9744	5.5529	5.5816	6.6090	5.8114	5.7229
205750_at	BPHL	8.0483	7.9307	7.4909	7.8735	7.8606	7.7555	7.7992	8.5293
202677_at	RASA1	10.2871	10.3348	10.3672	10.3261	10.5222	10.4210	10.0578	9.2763
201855_s_at	ATMIN	5.5443	6.2229	5.8251	5.8500	5.8377	5.7142	6.0794	5.0141
202788_at	MAPKAPK3	9.1075	8.7309	8.9029	8.6508	9.0306	8.7006	8.6845	8.6718
202763_at	CASP3	10.1100	9.8838	10.0955	9.7734	9.8796	10.0915	10.1654	9.7509
209179_s_at	MBOAT7	12.7446	12.6109	12.5180	12.7446	12.8091	12.8482	12.7037	12.9470
218961_s_at	PNKP	8.7591	8.8891	8.8074	8.6279	8.9349	9.2294	8.8692	8.2622
201762_s_at	PSME2	12.5995	12.4633	12.5774	12.5458	12.9004	12.4884	12.5774	12.4633
201591_s_at	NISCH	8.2368	8.4954	8.3802	8.4164	8.4652	8.2951	8.2803	7.5437
206770_s_at	SLC35A3	6.6631	6.4841	7.2256	6.6258	6.6841	6.7703	6.5821	6.7643
206688_s_at	CPSF4	9.8443	9.7097	9.9961	9.6827	9.6176	10.1373	9.7887	9.8384
208190_s_at	LSR	7.1566	6.9967	7.0464	7.0175	6.8147	7.3717	6.9485	7.5836
201098_at	COPB2	11.0752	11.0191	11.1602	10.7968	10.8240	11.3194	10.6769	10.6343
207968_s_at	MEF2C	5.8568	4.3810	5.1701	5.6302	6.1182	5.5272	4.3992	6.4261
203725_at	GADD45A	10.7968	10.6418	11.0517	10.8041	10.6622	10.6011	10.7264	11.3733
202040_s_at	KDM5A	7.6750	6.9010	7.3913	7.6539	6.8489	6.8565	7.0577	7.2725
221856_s_at	FAM63A	6.5725	7.0386	6.8097	6.7703	6.3872	8.7006	6.6882	7.0226
200071_at	SMNDC1	9.3935	9.3997	9.2718	9.2827	9.4732	9.1853	9.2763	9.2827
201270_x_at	NUDCD3	10.1320	10.1850	10.2313	10.4893	10.3535	10.3672	10.1441	10.2491
203582_s_at	RAB4A	9.7509	7.4333	7.4742	9.8482	6.8667	7.3260	7.0890	9.7615
203639_s_at	FGFR2	7.1899	6.5574	5.8049	5.8049	5.9121	6.2560	6.8197	7.3978
209100_at	IFRD2	12.0922	12.0505	11.7127	12.0343	12.4329	11.9213	12.0505	11.6078
217867_x_at	BACE2	7.9107	9.4982	7.9687	8.1933	8.1395	9.4196	9.5428	9.0190
202540_s_at	HMGCR	8.8296	7.7374	9.4318	9.3697	9.4923	8.1395	8.2909	10.1247
210754_s_at	LYN	5.4998	4.7250	5.1701	5.1885	5.7327	5.1780	4.3460	5.5816
202433_at	SLC35B1	9.4756	9.4894	9.8796	9.2942	9.5906	9.7574	9.5958	9.5978
218170_at	ISOC1	8.9895	8.6143	8.6294	8.3922	8.2145	8.1160	8.3781	9.4280
203167_at	TIMP2	10.3745	10.3173	10.1063	10.2757	10.3148	9.9996	10.2649	10.4680
201536_at	DUSP3	7.4477	7.5134	7.1413	8.3158	8.5708	8.3987	7.5358	7.0009
205036_at	LSM6	8.0256	8.1999	8.2706	7.6400	7.9885	7.5836	8.1445	8.1516
200622_x_at	CALM3	7.5202	7.3183	9.0974	7.1331	7.1204	7.1413	7.5488	7.4308
205130_at	MOK	6.1222	6.0544	6.0581	5.3503	6.2752	5.7674	5.8646	6.4539
216347_s_at	PPP1R13B	6.8373	5.5878	5.8767	5.6694	5.4451	5.8324	6.1985	7.6795
202797_at	SACM1L	9.9556	10.3693	10.2942	10.4939	10.3672	10.6478	10.3929	10.2404
202500_at	DNAJB2	8.4866	8.3078	8.7719	8.7171	8.5493	8.5960	8.4018	9.1977
202396_at	TCERG1	10.5118	11.0792	10.4568	10.3261	10.5678	10.4524	10.4449	10.3225
218421_at	CERK	8.4652	7.6235	8.6143	8.6801	7.4909	7.8332	8.5056	8.4866
201985_at	KIAA0196	9.1707	8.5493	8.2250	7.9614	8.3987	8.2770	8.0159	9.3655
215116_s_at	DNM1	6.2647	6.4221	6.1985	6.6524	6.6125	6.4124	6.1337	6.6418
217933_s_at	LAP3	12.1046	12.0343	12.1811	11.7855	12.0505	11.7510	12.3378	12.4329
202887_s_at	DDIT4	10.7777	10.8760	10.5596	11.4895	11.1202	10.9753	10.9973	11.8445
212871_at	MAPKAPK5	8.2894	8.5694	8.4770	8.4290	8.6867	8.5818	8.6573	9.0266
205633_s_at	ALAS1	12.0343	11.3316	11.6078	11.8445	11.2952	11.6167	11.5074	12.4884
209526_s_at	HDGFRP3	6.1912	6.8527	6.9056	6.8289	6.7528	6.7843	6.3640	6.0228
200816_s_at	PAFAH1B1	10.3454	9.7887	9.8174	9.8646	9.4020	9.2559	9.7966	10.0160
206099_at	PRKCH	5.6302	5.6240	5.0347	5.3663	5.6957	5.9954	5.8979	10.3560
201896_s_at	PSRC1	11.0380	10.3123	10.4680	10.3745	10.1864	10.2379	10.0578	10.7300
203885_at	RAB21	7.8309	7.1014	7.1122	7.2897	7.1534	7.1122	7.3755	8.2622
218498_s_at	ERO1L	8.9808	9.1781	8.8692	8.8296	8.9626	9.0266	9.0974	8.0218
209337_at	PSIP1	8.4652	8.1590	9.2410	9.4865	9.5038	8.4994	8.5960	7.3452
203381_s_at	APOE	4.6432	4.0240	4.0011	4.1981	3.5566	4.6928	3.2102	3.8266
204313_s_at	CREB1	8.4556	7.6795	8.4018	7.9476	7.7438	8.0916	8.0727	8.3688
203640_at	MBNL2	8.8102	8.8346	9.2763	10.0915	9.0861	9.0090	9.0861	9.9414
202689_at	RBM15B	9.9391	9.8959	10.2008	9.1628	9.9587	9.8272	10.2757	9.4707
218744_s_at	PACSIN3	7.7697	7.7638	7.6400	7.6202	7.4785	8.0218	7.6169	8.1741
201519_at	TOMM70A	9.6272	9.7486	9.6381	9.6293	9.7158	9.6314	9.6195	9.4479
209213_at	CBR1	10.4210	10.1205	10.8189	10.7820	10.4365	10.5222	10.4809	10.8041
211783_s_at	MTA1	10.8985	10.9806	10.1347	10.2151	10.9332	10.9080	9.7059	9.6590
208634_s_at	MACF1	11.0050	11.2336	11.4434	11.0712	11.0268	10.9916	11.1886	10.1205
202545_at	PRKCD	7.6235	7.9641	7.8309	7.9331	8.0916	8.2121	7.8503	7.9307
205899_at	CCNA1	7.1372	5.6461	5.8568	5.6178	5.2635	7.2567	6.9926	6.1222
212740_at	PIK3R4	5.9817	6.9485	6.7373	6.7583	6.6706	6.1572	5.6778	6.4332
202332_at	CSNK1E	10.2048	10.0610	10.2353	10.8330	9.8463	9.9524	9.6344	9.7887
209806_at	HIST1H2BK	11.0191	11.2545	11.3458	9.6437	11.4715	11.5590	11.2015	12.0922
201466_s_at	JUN	9.0828	9.2234	9.1236	9.0090	9.2311	8.9446	9.2860	8.4392
212694_s_at	PCCB	8.5404	8.4044	8.2894	8.3383	8.2836	9.3935	8.4131	8.9935
221610_s_at	STAP2	6.8963	7.1372	7.2851	6.5757	6.9257	7.3883	6.8565	7.3183
217766_s_at	TMEM50A	9.0404	9.4161	9.4242	9.4756	9.4982	9.6875	9.7734	9.4923
203201_at	PMM2	11.1500	9.9731	10.1850	10.1586	9.8838	10.2698	10.3123	10.4809
201825_s_at	SCCPDH	10.5764	10.9240	10.9696	11.0458	11.0458	11.0380	11.0980	11.2129
217989_at	HSD17B11	10.4613	10.5519	10.3929	10.4180	10.5596	10.0452	10.6622	10.6562
208763_s_at	TSC22D3	6.2091	6.9485	6.6216	6.5574	7.0717	6.6216	6.7473	8.1933
220127_s_at	FBXL12	8.0159	8.8406	7.8735	7.7555	8.3872	7.6357	7.6439	8.6014
204654_s_at	TFAP2A	9.6437	7.8867	8.7347	8.4018	7.6235	8.2121	8.6533	9.8238
221531_at	WDR61	6.6841	6.9687	6.6706	6.8373	7.4962	7.0092	6.9181	6.4069
218149_s_at	ZNF395	10.4365	9.8749	10.1490	10.0792	9.8932	9.9368	9.8666	10.1320
204781_s_at	FAS	3.6654	4.2356	6.9760	3.7421	4.0790	4.0011	6.7326	4.1591
202261_at	VPS72	7.8955	7.4477	7.9819	7.2851	7.4668	7.9331	7.6357	8.4497
205046_at	CENPE	8.6294	9.2151	9.5168	9.1949	9.1404	9.4540	8.9559	8.0405
201561_s_at	CLSTN1	10.4702	10.6074	10.5927	10.4143	10.3776	10.4043	10.2211	9.7808
201200_at	CREG1	11.0458	9.4075	10.1654	10.3098	9.6998	11.4168	9.9961	11.3925
203218_at	MAPK9	10.4893	10.6693	11.3620	11.1202	10.8566	10.6622	10.7388	10.8760
219742_at	PRR7	6.7884	6.6774	6.6360	7.5958	7.7697	6.9181	6.4221	6.6090
200711_s_at	SKP1	7.7638	8.2145	8.2071	8.5293	8.6914	8.3254	8.1815	7.1805
202868_s_at	POP4	9.8238	9.4756	9.8482	9.7128	9.7838	9.9704	9.7778	9.6513
213851_at	TMEM110	9.2795	6.7959	7.3183	6.8097	6.7159	7.0175	6.7326	7.1597
201146_at	NFE2L2	9.9757	9.4123	9.9961	9.7574	9.9103	9.3150	9.9837	9.7277
219968_at	ZNF589	6.9300	5.8919	6.3404	8.9808	8.6143	6.6090	9.1028	7.3883
208478_s_at	BAX	9.8685	9.0828	9.7838	9.6974	9.6905	9.7509	9.6456	10.8240
201032_at	BLCAP	10.6731	10.8138	11.0458	10.6153	10.8390	10.9332	10.8041	10.1586
217752_s_at	CNDP2	11.4434	11.4434	11.1729	11.4715	11.4324	11.4895	11.4379	12.0505
202916_s_at	FAM20B	8.1872	7.8400	7.7938	8.0189	7.7992	8.1049	7.7191	7.7768
207808_s_at	PROS1	4.0469	5.0440	4.3810	4.7463	5.2273	4.6011	4.6159	4.8145
207196_s_at	TNIP1	9.5958	9.5799	9.8666	9.5998	9.6124	9.8443	9.4161	9.3207
212180_at	CRKL	9.7128	9.7486	8.8296	10.1205	9.2977	9.2329	9.0739	9.8666
222125_s_at	P4HTM	10.8938	8.7542	9.7912	9.1196	10.3073	10.1683	10.4939	10.6622
208872_s_at	REEP5	8.8803	7.3483	8.8074	9.3619	9.2663	8.7426	9.2620	8.8296
203521_s_at	ZNF318	7.4154	9.1853	7.3613	7.4122	7.2812	7.3613	7.3301	7.4308
217809_at	BZW2	8.7816	9.3619	10.4043	10.5596	10.4143	9.9654	10.5222	8.5084
208647_at	FDFT1	9.9103	10.4180	9.5511	9.4650	9.5654	9.2045	9.4923	11.9991
204605_at	CGRRF1	9.0605	7.9587	9.2907	8.4974	8.0614	8.5444	8.1872	9.2718
201391_at	TRAP1	8.4974	8.9626	8.9185	9.0695	9.0739	9.1686	8.8296	8.2215
219082_at	AMDHD2	6.4841	6.3274	6.8799	6.3215	6.8373	7.0425	7.2348	7.4909
202678_at	GTF2A2	10.6936	10.7051	10.8666	10.7820	10.9696	11.1255	10.9662	10.5159
205161_s_at	PEX11A	4.1143	9.7938	4.6159	4.1367	4.1143	4.2356	4.0469	4.4451
207805_s_at	PSMD9	10.1654	10.7620	10.3348	10.2942	10.0843	10.4939	10.5159	10.4346
219821_s_at	GFOD1	5.7996	5.8810	6.5619	6.4221	6.0629	6.3914	5.8646	6.2691
203208_s_at	MTFR1	9.1921	8.6661	8.2447	8.6914	8.7719	8.2400	8.5694	9.3454
221142_s_at	PECR	5.9400	12.2861	5.5614	6.0303	6.2124	6.4841	6.2264	5.7054
201899_s_at	UBE2A	11.4048	11.4715	11.7993	11.8780	11.7993	11.6309	11.8146	11.2545
202891_at	NIT1	10.0104	9.6974	9.5998	9.2718	9.2907	9.2907	9.4479	10.4524
203373_at	SOCS2	6.2922	5.7674	6.0794	9.9134	6.1182	6.1985	5.4998	6.7884
205691_at	SYNGR3	4.4451	4.1143	3.6110	4.0629	4.6432	3.5566	4.1367	3.2102
218249_at	ZDHHC6	8.1126	7.9970	8.0893	8.1395	7.9273	8.1815	8.1126	7.8632
205055_at	ITGAE	9.9475	9.8551	9.9757	10.0463	9.8551	10.0452	9.9322	9.9244
207535_s_at	NFKB2	4.5033	4.1591	3.8266	4.6011	4.0011	4.3092	4.6812	4.3635
201314_at	STK25	10.8390	10.9628	10.4210	10.6418	10.5809	10.5927	10.5927	10.7721
204808_s_at	TMEM5	8.6971	9.4196	8.8187	8.8540	9.3935	8.5464	9.3207	8.6143
202394_s_at	ABCF3	9.3533	9.1228	9.1707	9.4574	9.3763	9.6974	9.4650	9.3260
213995_at	ATP5S	6.8197	7.5598	7.3183	7.7159	7.2897	7.1756	8.3199	6.9181
213669_at	FCHO1	5.0985	6.3062	5.8251	6.1730	5.4896	6.2922	5.3049	6.3215
217722_s_at	NGRN	6.8197	4.4881	4.8038	4.6928	6.9628	5.3279	6.8757	6.0794
213844_at	HOXA5	5.0141	8.7046	4.0790	4.4175	4.4881	4.4590	4.0469	4.8537
202696_at	OXSR1	9.0042	10.0546	9.7336	9.5191	9.6943	9.5739	9.3325	8.1247
200678_x_at	GRN	11.9213	11.7127	11.9644	11.9432	11.9908	11.8146	11.6538	12.5180
201074_at	SMARCC1	9.7463	9.9926	9.6272	9.8145	10.0384	9.4707	9.8292	9.6754
218014_at	NUP85	11.2129	11.0980	10.8985	11.1500	11.0712	11.0458	11.2443	10.4979
219461_at	PAK6	4.3992	4.8537	4.3460	4.6432	4.9508	5.0141	5.0244	3.4111
205498_at	GHR	4.3992	3.5566	3.4111	3.2102	4.0011	4.6928	4.2356	3.9603
221046_s_at	GTPBP8	6.8712	7.1986	7.5075	7.3717	7.9273	7.6068	7.7414	7.4477
209092_s_at	GLOD4	9.9926	10.5159	10.0915	10.6011	10.1654	10.3495	10.9080	10.1850
208820_at	PTK2	10.6380	9.5168	10.5854	9.8749	10.9240	9.6456	10.2539	10.7820
202246_s_at	CDK4	11.7721	11.9644	11.6877	11.6078	11.8780	11.4508	11.7721	11.0380
203464_s_at	EPN2	8.8540	8.4866	8.7086	8.6279	8.1475	11.9328	8.5530	9.2559
220094_s_at	CCDC90A	8.1415	6.3274	6.9760	6.7041	6.1771	7.7091	8.0893	8.2770
203233_at	IL4R	7.4909	7.5539	7.7391	7.6068	7.7307	6.4728	7.0092	7.0425
212943_at	KIAA0528	9.4821	9.9731	8.4866	9.7778	10.0264	9.8204	8.4234	8.4994
218292_s_at	PRKAG2	8.2447	8.4705	9.3260	8.2557	8.7449	9.0266	9.4418	9.5038
205051_s_at	KIT	4.3092	3.8266	3.9603	4.0629	4.2356	3.6654	3.7421	3.7421
218046_s_at	MRPS16	9.7615	9.9500	9.9007	9.9757	10.2008	9.9445	9.8838	10.1878
207238_s_at	PTPRC	7.5539	5.9203	6.0128	6.8565	6.5278	6.7082	6.5004	7.9107
200024_at	RPS5	6.7884	5.1327	7.7438	5.9577	5.3428	6.0507	7.1852	6.3955
221567_at	NOL3	9.2073	8.1445	8.4619	8.7919	8.4556	8.5745	8.7591	10.1373
203405_at	PSMG1	10.7388	11.1367	11.4168	10.8240	10.9859	10.8330	11.1729	9.8105
218215_s_at	NR1H2	7.9331	7.0839	7.8018	7.4519	7.5648	7.8477	7.4282	8.5793
212281_s_at	TMEM97	10.1100	10.2871	10.2269	9.9704	9.8272	9.6875	10.3296	10.4143
201932_at	LRRC41	11.7127	10.8860	11.2817	11.5229	11.3458	10.6343	11.4715	12.1811
205190_at	PLS1	8.2096	8.6778	8.5262	8.6508	8.5960	8.6718	8.8915	8.1011
218845_at	DUSP22	7.4477	8.2650	7.8477	7.5358	8.1933	8.0706	8.2368	8.2096
212453_at	KIAA1279	9.3871	10.0104	9.4161	9.9007	9.7422	9.3997	9.6943	9.5906
203379_at	RPS6KA1	9.4318	9.2329	9.2329	9.2294	9.0676	10.2008	9.3171	8.8620
202371_at	TCEAL4	10.1441	9.9368	10.2871	10.4658	9.9475	9.8125	10.0220	10.3979
203302_at	DCK	10.2313	9.0266	9.2101	10.3173	9.3325	9.5386	10.2988	9.2884
202184_s_at	NUP133	9.5511	10.2008	9.9475	9.5038	10.1320	10.2181	9.4707	8.6573
202153_s_at	NUP62	9.4982	9.7215	9.8384	9.5191	9.7463	9.6590	9.6974	8.9626
